run_label,vx',vy',vz',r'',hue',gamma',m0'
P_5.0_V_0.1_T_1.0_C_0.05, 6257.178 1 + -1230.211 x +  14319.595 y + -9837.172 z +  4902.130 r +  6350.498 hue + -12.753 gamma +  6257.113 m0 + -60.777 1/r^3 +  5315.085 sin(hue) +  3301.885 cos(hue) +  6103.902 m0/gamma +  47.084 K_sync + -5480.226 F_pauli_x +  12620.722 F_pauli_y +  2145.980 F_pauli_z + -21.155 F_torsion,-3787.325 1 +  788.372 x + -8695.194 y +  5936.719 z + -3021.882 r + -3843.809 hue +  7.719 gamma + -3787.286 m0 +  40.294 1/r^3 + -3217.098 sin(hue) + -1998.555 cos(hue) + -3694.724 m0/gamma + -29.233 K_sync +  3416.302 F_pauli_x + -7637.482 F_pauli_y + -1368.561 F_pauli_z +  13.314 F_torsion,-2691.943 1 +  410.992 x + -6085.558 y +  4280.745 z + -1960.778 r + -2732.092 hue +  5.486 gamma + -2691.916 m0 +  20.652 1/r^3 + -2286.639 sin(hue) + -1420.527 cos(hue) + -2626.138 m0/gamma + -18.257 K_sync +  2076.312 F_pauli_x + -5428.998 F_pauli_y + -901.706 F_pauli_z +  7.638 F_torsion,-5083.539 1 +  1903.409 x + -12266.640 y +  7727.491 z + -5109.888 r + -5159.266 hue +  10.411 gamma + -5083.487 m0 +  705.067 1/r^3 + -4318.104 sin(hue) + -2682.631 cos(hue) + -5001.871 m0/gamma + -71.158 K_sync +  15287.691 F_pauli_x + -12428.391 F_pauli_y + -20528.342 F_pauli_z +  64.252 F_torsion,-0.569 1 +  0.108 x +  0.730 y + -0.484 z +  0.118 r + -0.582 hue + -0.569 m0 + -8.106 1/r^3 + -0.486 sin(hue) + -0.296 cos(hue) +  2.276 m0/gamma + -0.018 F_pauli_x +  0.341 F_pauli_y + -0.150 F_pauli_z, 509329.719 1 + -104006.852 x +  1168069.000 y + -799224.188 z +  403858.875 r +  516925.844 hue + -1038.122 gamma +  509324.656 m0 + -5276.758 1/r^3 +  432644.031 sin(hue) +  268771.125 cos(hue) +  496879.594 m0/gamma +  3895.079 K_sync + -452961.656 F_pauli_x +  1027863.875 F_pauli_y +  182814.141 F_pauli_z + -1761.046 F_torsion, 0.000
P_6.0_V_0.01_T_1.0_C_0.05, 5578.090 1 +  752.554 x +  11437.861 y + -8996.501 z +  2680.035 r +  5660.867 hue + -5.070 gamma +  5578.044 m0 + -306.703 1/r^3 +  4738.012 sin(hue) +  2943.894 cos(hue) +  5375.497 m0/gamma + -11.031 K_sync + -8143.863 F_pauli_x + -3910.349 F_pauli_y +  10731.525 F_pauli_z + -2.095 F_torsion,-3409.716 1 + -491.132 x + -6972.177 y +  5509.982 z + -1600.005 r + -3460.315 hue +  3.099 gamma + -3409.687 m0 +  186.707 1/r^3 + -2896.201 sin(hue) + -1799.513 cos(hue) + -3286.231 m0/gamma +  6.797 K_sync +  5063.450 F_pauli_x +  2317.532 F_pauli_y + -6540.799 F_pauli_z +  1.148 F_torsion,-2130.244 1 + -312.908 x + -4352.126 y +  3444.484 z + -992.161 r + -2161.856 hue +  1.936 gamma + -2130.226 m0 +  116.504 1/r^3 + -1809.422 sin(hue) + -1124.258 cos(hue) + -2053.179 m0/gamma +  4.251 K_sync +  3184.762 F_pauli_x +  1433.575 F_pauli_y + -4082.103 F_pauli_z +  0.692 F_torsion,-6108.818 1 + -3438.148 x + -10792.661 y +  10835.368 z +  349.963 r + -6199.451 hue +  5.537 gamma + -6108.771 m0 +  650.701 1/r^3 + -5188.803 sin(hue) + -3224.007 cos(hue) + -5915.547 m0/gamma +  51.027 K_sync +  10276.106 F_pauli_x +  12294.690 F_pauli_y + -21370.887 F_pauli_z +  44.878 F_torsion,-0.066 1 +  0.050 x +  0.171 y +  0.038 z +  0.057 r + -0.068 hue + -0.066 m0 + -2.235 1/r^3 + -0.057 sin(hue) + -0.034 cos(hue) +  0.824 m0/gamma + -0.067 F_pauli_x + -0.023 F_pauli_y +  0.096 F_pauli_z, 1180471.125 1 +  159950.406 x +  2420120.500 y + -1904137.125 z +  566317.375 r +  1197989.125 hue + -1072.917 gamma +  1180461.375 m0 + -64886.008 1/r^3 +  1002688.312 sin(hue) +  623005.812 cos(hue) +  1137597.375 m0/gamma + -2338.215 K_sync + -1723341.500 F_pauli_x + -826832.375 F_pauli_y +  2270158.000 F_pauli_z + -441.124 F_torsion, 0.000
P_5.0_V_0.1_T_2.0_C_0.0, 7736.799 1 +  1218.278 x +  15828.964 y + -13400.021 z +  2628.391 r +  7852.058 hue + -15.441 gamma +  7736.710 m0 + -446.263 1/r^3 +  6571.862 sin(hue) +  4082.787 cos(hue) +  7629.157 m0/gamma +  63.817 K_sync + -8066.622 F_pauli_x +  13594.189 F_pauli_y + -3461.997 F_pauli_z + -0.177 F_torsion,-4637.782 1 + -694.625 x + -9510.969 y +  8018.095 z + -1620.089 r + -4706.873 hue +  9.256 gamma + -4637.729 m0 +  265.267 1/r^3 + -3939.466 sin(hue) + -2447.405 cos(hue) + -4573.264 m0/gamma + -38.920 K_sync +  4775.477 F_pauli_x + -8075.909 F_pauli_y +  2052.202 F_pauli_z +  0.213 F_torsion,-3278.511 1 + -480.725 x + -6729.862 y +  5663.956 z + -1158.102 r + -3327.353 hue +  6.543 gamma + -3278.473 m0 +  187.367 1/r^3 + -2784.863 sin(hue) + -1730.104 cos(hue) + -3232.903 m0/gamma + -27.711 K_sync +  3371.446 F_pauli_x + -5704.587 F_pauli_y +  1455.694 F_pauli_z +  0.199 F_torsion,-8344.824 1 + -2843.980 x + -16092.459 y +  15092.703 z + -908.102 r + -8469.147 hue +  16.638 gamma + -8344.729 m0 +  785.388 1/r^3 + -7088.340 sin(hue) + -4403.644 cos(hue) + -8228.092 m0/gamma + -95.547 K_sync +  20287.006 F_pauli_x + -18604.084 F_pauli_y +  6257.735 F_pauli_z +  52.653 F_torsion, 0.031 1 + -0.479 x + -0.322 y + -0.381 z +  0.098 r +  0.027 hue +  0.031 m0 + -2.450 1/r^3 +  0.024 sin(hue) +  0.020 cos(hue) +  2.388 m0/gamma + -0.160 F_pauli_x +  0.334 F_pauli_y + -0.037 F_pauli_z, 637639.625 1 +  98421.180 x +  1305812.000 y + -1103577.500 z +  219099.219 r +  647139.000 hue + -1272.564 gamma +  637632.375 m0 + -36666.555 1/r^3 +  541629.688 sin(hue) +  336488.938 cos(hue) +  628768.562 m0/gamma +  5296.793 K_sync + -661727.062 F_pauli_x +  1116888.750 F_pauli_y + -284333.188 F_pauli_z + -21.142 F_torsion, 0.000
P_6.0_V_0.0_T_1.0_C_0.0, 4932.921 1 + -179.578 x +  10766.966 y + -7513.375 z +  3521.109 r +  5006.173 hue + -4.503 gamma +  4932.862 m0 + -372.984 1/r^3 +  4190.029 sin(hue) +  2603.330 cos(hue) +  4667.993 m0/gamma +  13.791 K_sync + -8098.640 F_pauli_x + -6804.753 F_pauli_y +  11280.249 F_pauli_z + -3.929 F_torsion,-2995.517 1 +  106.700 x + -6536.762 y +  4563.319 z + -2135.298 r + -3039.999 hue +  2.734 gamma + -2995.480 m0 +  226.454 1/r^3 + -2544.395 sin(hue) + -1580.872 cos(hue) + -2834.638 m0/gamma + -8.356 K_sync +  4914.111 F_pauli_x +  4132.848 F_pauli_y + -6847.449 F_pauli_z +  2.377 F_torsion,-1867.235 1 +  66.642 x + -4074.728 y +  2844.467 z + -1331.186 r + -1894.963 hue +  1.704 gamma + -1867.212 m0 +  141.206 1/r^3 + -1586.032 sin(hue) + -985.426 cos(hue) + -1766.953 m0/gamma + -5.212 K_sync +  3066.124 F_pauli_x +  2577.680 F_pauli_y + -4268.503 F_pauli_z +  1.484 F_torsion,-6395.674 1 + -3676.250 x + -11500.343 y +  11086.565 z +  245.046 r + -6490.648 hue +  5.825 gamma + -6395.591 m0 +  635.121 1/r^3 + -5432.493 sin(hue) + -3375.283 cos(hue) + -6052.603 m0/gamma +  14.961 K_sync +  14726.341 F_pauli_x +  10634.589 F_pauli_y + -18158.980 F_pauli_z +  45.336 F_torsion,-0.010 1 + -0.008 x +  0.035 y +  0.012 z +  0.027 r + -0.011 hue + -0.010 m0 + -1.069 1/r^3 + -0.009 sin(hue) +  1.177 m0/gamma + -0.173 F_pauli_x +  0.094 F_pauli_y +  0.012 F_pauli_z, 1043817.625 1 + -37561.809 x +  2278039.250 y + -1590000.625 z +  744535.500 r +  1059317.625 hue + -952.789 gamma +  1043804.750 m0 + -78914.039 1/r^3 +  886619.938 sin(hue) +  550870.625 cos(hue) +  987757.875 m0/gamma +  2914.059 K_sync + -1712843.000 F_pauli_x + -1439999.500 F_pauli_y +  2386383.000 F_pauli_z + -830.329 F_torsion, 0.000
P_6.0_V_0.01_T_2.0_C_0.0, 6235.784 1 +  1312.481 x +  12609.847 y + -10214.909 z +  2480.888 r +  6328.467 hue + -5.695 gamma +  6235.735 m0 + -416.156 1/r^3 +  5296.734 sin(hue) +  3290.904 cos(hue) +  5861.491 m0/gamma +  63.655 K_sync + -5063.584 F_pauli_x +  4688.315 F_pauli_y + -1217.906 F_pauli_z + -8.728 F_torsion,-3769.496 1 + -792.269 x + -7623.301 y +  6174.377 z + -1501.093 r + -3825.523 hue +  3.442 gamma + -3769.467 m0 +  251.238 1/r^3 + -3201.846 sin(hue) + -1989.333 cos(hue) + -3543.271 m0/gamma + -38.483 K_sync +  3054.564 F_pauli_x + -2816.672 F_pauli_y +  728.395 F_pauli_z +  5.274 F_torsion,-2370.169 1 + -494.602 x + -4795.565 y +  3881.080 z + -948.215 r + -2405.397 hue +  2.164 gamma + -2370.151 m0 +  158.282 1/r^3 + -2013.245 sin(hue) + -1250.845 cos(hue) + -2227.869 m0/gamma + -24.462 K_sync +  1880.938 F_pauli_x + -1797.825 F_pauli_y +  510.994 F_pauli_z +  3.342 F_torsion,-9102.756 1 + -7243.079 x + -15059.015 y +  16806.408 z +  2948.890 r + -9238.095 hue +  8.322 gamma + -9102.696 m0 +  804.069 1/r^3 + -7731.994 sin(hue) + -4803.924 cos(hue) + -8538.820 m0/gamma + -22.911 K_sync +  7114.630 F_pauli_x + -12904.108 F_pauli_y +  4736.108 F_pauli_z +  39.208 F_torsion, 0.164 1 +  1.585 x +  1.378 y +  2.313 z +  0.067 r +  0.166 hue +  0.164 m0 + -3.592 1/r^3 +  0.139 sin(hue) +  0.087 cos(hue) +  0.789 m0/gamma + -0.053 F_pauli_x +  0.007 F_pauli_y, 1322577.750 1 +  277688.969 x +  2674912.750 y + -2166278.500 z +  527026.812 r +  1342235.500 hue + -1207.796 gamma +  1322567.500 m0 + -88256.781 1/r^3 +  1123410.375 sin(hue) +  697984.125 cos(hue) +  1243189.250 m0/gamma +  13539.277 K_sync + -1066198.625 F_pauli_x +  995694.500 F_pauli_y + -265181.281 F_pauli_z + -1854.366 F_torsion, 0.000
P_5.0_V_0.1_T_2.0_C_0.01, 7736.799 1 +  1218.278 x +  15828.964 y + -13400.021 z +  2628.391 r +  7852.058 hue + -15.441 gamma +  7736.710 m0 + -446.263 1/r^3 +  6571.862 sin(hue) +  4082.787 cos(hue) +  7629.157 m0/gamma +  63.817 K_sync + -8066.622 F_pauli_x +  13594.189 F_pauli_y + -3461.997 F_pauli_z + -0.177 F_torsion,-4637.782 1 + -694.625 x + -9510.969 y +  8018.095 z + -1620.089 r + -4706.873 hue +  9.256 gamma + -4637.729 m0 +  265.267 1/r^3 + -3939.466 sin(hue) + -2447.405 cos(hue) + -4573.264 m0/gamma + -38.920 K_sync +  4775.477 F_pauli_x + -8075.909 F_pauli_y +  2052.202 F_pauli_z +  0.213 F_torsion,-3278.511 1 + -480.725 x + -6729.862 y +  5663.956 z + -1158.102 r + -3327.353 hue +  6.543 gamma + -3278.473 m0 +  187.367 1/r^3 + -2784.863 sin(hue) + -1730.104 cos(hue) + -3232.903 m0/gamma + -27.711 K_sync +  3371.446 F_pauli_x + -5704.587 F_pauli_y +  1455.694 F_pauli_z +  0.199 F_torsion,-8344.824 1 + -2843.980 x + -16092.459 y +  15092.703 z + -908.102 r + -8469.147 hue +  16.638 gamma + -8344.729 m0 +  785.388 1/r^3 + -7088.340 sin(hue) + -4403.644 cos(hue) + -8228.092 m0/gamma + -95.547 K_sync +  20287.006 F_pauli_x + -18604.084 F_pauli_y +  6257.735 F_pauli_z +  52.653 F_torsion, 0.031 1 + -0.479 x + -0.322 y + -0.381 z +  0.098 r +  0.027 hue +  0.031 m0 + -2.450 1/r^3 +  0.024 sin(hue) +  0.020 cos(hue) +  2.388 m0/gamma + -0.160 F_pauli_x +  0.334 F_pauli_y + -0.037 F_pauli_z, 637639.625 1 +  98421.180 x +  1305812.000 y + -1103577.500 z +  219099.219 r +  647139.000 hue + -1272.564 gamma +  637632.375 m0 + -36666.555 1/r^3 +  541629.688 sin(hue) +  336488.938 cos(hue) +  628768.562 m0/gamma +  5296.793 K_sync + -661727.062 F_pauli_x +  1116888.750 F_pauli_y + -284333.188 F_pauli_z + -21.142 F_torsion, 0.000
P_5.0_V_0.1_T_2.0_C_0.05, 7736.799 1 +  1218.278 x +  15828.964 y + -13400.021 z +  2628.391 r +  7852.058 hue + -15.441 gamma +  7736.710 m0 + -446.263 1/r^3 +  6571.862 sin(hue) +  4082.787 cos(hue) +  7629.157 m0/gamma +  63.817 K_sync + -8066.622 F_pauli_x +  13594.189 F_pauli_y + -3461.997 F_pauli_z + -0.177 F_torsion,-4637.782 1 + -694.625 x + -9510.969 y +  8018.095 z + -1620.089 r + -4706.873 hue +  9.256 gamma + -4637.729 m0 +  265.267 1/r^3 + -3939.466 sin(hue) + -2447.405 cos(hue) + -4573.264 m0/gamma + -38.920 K_sync +  4775.477 F_pauli_x + -8075.909 F_pauli_y +  2052.202 F_pauli_z +  0.213 F_torsion,-3278.511 1 + -480.725 x + -6729.862 y +  5663.956 z + -1158.102 r + -3327.353 hue +  6.543 gamma + -3278.473 m0 +  187.367 1/r^3 + -2784.863 sin(hue) + -1730.104 cos(hue) + -3232.903 m0/gamma + -27.711 K_sync +  3371.446 F_pauli_x + -5704.587 F_pauli_y +  1455.694 F_pauli_z +  0.199 F_torsion,-8344.824 1 + -2843.980 x + -16092.459 y +  15092.703 z + -908.102 r + -8469.147 hue +  16.638 gamma + -8344.729 m0 +  785.388 1/r^3 + -7088.340 sin(hue) + -4403.644 cos(hue) + -8228.092 m0/gamma + -95.547 K_sync +  20287.006 F_pauli_x + -18604.084 F_pauli_y +  6257.735 F_pauli_z +  52.653 F_torsion, 0.031 1 + -0.479 x + -0.322 y + -0.381 z +  0.098 r +  0.027 hue +  0.031 m0 + -2.450 1/r^3 +  0.024 sin(hue) +  0.020 cos(hue) +  2.388 m0/gamma + -0.160 F_pauli_x +  0.334 F_pauli_y + -0.037 F_pauli_z, 637639.625 1 +  98421.180 x +  1305812.000 y + -1103577.500 z +  219099.219 r +  647139.000 hue + -1272.564 gamma +  637632.375 m0 + -36666.555 1/r^3 +  541629.688 sin(hue) +  336488.938 cos(hue) +  628768.562 m0/gamma +  5296.793 K_sync + -661727.062 F_pauli_x +  1116888.750 F_pauli_y + -284333.188 F_pauli_z + -21.142 F_torsion, 0.000
P_6.0_V_0.01_T_2.0_C_0.01, 6235.784 1 +  1312.481 x +  12609.847 y + -10214.909 z +  2480.888 r +  6328.467 hue + -5.695 gamma +  6235.735 m0 + -416.156 1/r^3 +  5296.734 sin(hue) +  3290.904 cos(hue) +  5861.491 m0/gamma +  63.655 K_sync + -5063.584 F_pauli_x +  4688.315 F_pauli_y + -1217.906 F_pauli_z + -8.728 F_torsion,-3769.496 1 + -792.269 x + -7623.301 y +  6174.377 z + -1501.093 r + -3825.523 hue +  3.442 gamma + -3769.467 m0 +  251.238 1/r^3 + -3201.846 sin(hue) + -1989.333 cos(hue) + -3543.271 m0/gamma + -38.483 K_sync +  3054.564 F_pauli_x + -2816.672 F_pauli_y +  728.395 F_pauli_z +  5.274 F_torsion,-2370.169 1 + -494.602 x + -4795.565 y +  3881.080 z + -948.215 r + -2405.397 hue +  2.164 gamma + -2370.151 m0 +  158.282 1/r^3 + -2013.245 sin(hue) + -1250.845 cos(hue) + -2227.869 m0/gamma + -24.462 K_sync +  1880.938 F_pauli_x + -1797.825 F_pauli_y +  510.994 F_pauli_z +  3.342 F_torsion,-9102.756 1 + -7243.079 x + -15059.015 y +  16806.408 z +  2948.890 r + -9238.095 hue +  8.322 gamma + -9102.696 m0 +  804.069 1/r^3 + -7731.994 sin(hue) + -4803.924 cos(hue) + -8538.820 m0/gamma + -22.911 K_sync +  7114.630 F_pauli_x + -12904.108 F_pauli_y +  4736.108 F_pauli_z +  39.208 F_torsion, 0.164 1 +  1.585 x +  1.378 y +  2.313 z +  0.067 r +  0.166 hue +  0.164 m0 + -3.592 1/r^3 +  0.139 sin(hue) +  0.087 cos(hue) +  0.789 m0/gamma + -0.053 F_pauli_x +  0.007 F_pauli_y, 1322577.750 1 +  277688.969 x +  2674912.750 y + -2166278.500 z +  527026.812 r +  1342235.500 hue + -1207.796 gamma +  1322567.500 m0 + -88256.781 1/r^3 +  1123410.375 sin(hue) +  697984.125 cos(hue) +  1243189.250 m0/gamma +  13539.277 K_sync + -1066198.625 F_pauli_x +  995694.500 F_pauli_y + -265181.281 F_pauli_z + -1854.366 F_torsion, 0.000
P_6.0_V_0.0_T_1.0_C_0.01, 4932.921 1 + -179.578 x +  10766.966 y + -7513.375 z +  3521.109 r +  5006.173 hue + -4.503 gamma +  4932.862 m0 + -372.984 1/r^3 +  4190.029 sin(hue) +  2603.330 cos(hue) +  4667.993 m0/gamma +  13.791 K_sync + -8098.640 F_pauli_x + -6804.753 F_pauli_y +  11280.249 F_pauli_z + -3.929 F_torsion,-2995.517 1 +  106.700 x + -6536.762 y +  4563.319 z + -2135.298 r + -3039.999 hue +  2.734 gamma + -2995.480 m0 +  226.454 1/r^3 + -2544.395 sin(hue) + -1580.872 cos(hue) + -2834.638 m0/gamma + -8.356 K_sync +  4914.111 F_pauli_x +  4132.848 F_pauli_y + -6847.449 F_pauli_z +  2.377 F_torsion,-1867.235 1 +  66.642 x + -4074.728 y +  2844.467 z + -1331.186 r + -1894.963 hue +  1.704 gamma + -1867.212 m0 +  141.206 1/r^3 + -1586.032 sin(hue) + -985.426 cos(hue) + -1766.953 m0/gamma + -5.212 K_sync +  3066.124 F_pauli_x +  2577.680 F_pauli_y + -4268.503 F_pauli_z +  1.484 F_torsion,-6395.674 1 + -3676.250 x + -11500.343 y +  11086.565 z +  245.046 r + -6490.648 hue +  5.825 gamma + -6395.591 m0 +  635.121 1/r^3 + -5432.493 sin(hue) + -3375.283 cos(hue) + -6052.603 m0/gamma +  14.961 K_sync +  14726.341 F_pauli_x +  10634.589 F_pauli_y + -18158.980 F_pauli_z +  45.336 F_torsion,-0.010 1 + -0.008 x +  0.035 y +  0.012 z +  0.027 r + -0.011 hue + -0.010 m0 + -1.069 1/r^3 + -0.009 sin(hue) +  1.177 m0/gamma + -0.173 F_pauli_x +  0.094 F_pauli_y +  0.012 F_pauli_z, 1043817.625 1 + -37561.809 x +  2278039.250 y + -1590000.625 z +  744535.500 r +  1059317.625 hue + -952.789 gamma +  1043804.750 m0 + -78914.039 1/r^3 +  886619.938 sin(hue) +  550870.625 cos(hue) +  987757.875 m0/gamma +  2914.059 K_sync + -1712843.000 F_pauli_x + -1439999.500 F_pauli_y +  2386383.000 F_pauli_z + -830.329 F_torsion, 0.000
P_6.0_V_0.1_T_2.0_C_0.0, 7259.299 1 +  3145.162 x +  13819.143 y + -12341.848 z +  984.816 r +  7367.147 hue + -6.640 gamma +  7259.206 m0 + -772.408 1/r^3 +  6166.076 sin(hue) +  3831.085 cos(hue) +  6864.861 m0/gamma + -5.117 K_sync + -5231.426 F_pauli_x +  9568.110 F_pauli_y +  3616.603 F_pauli_z + -6.491 F_torsion,-4393.133 1 + -1906.493 x + -8361.019 y +  7470.048 z + -592.138 r + -4458.401 hue +  4.018 gamma + -4393.077 m0 +  467.507 1/r^3 + -3731.543 sin(hue) + -2318.470 cos(hue) + -4154.431 m0/gamma +  3.141 K_sync +  3175.351 F_pauli_x + -5788.580 F_pauli_y + -2189.699 F_pauli_z +  3.934 F_torsion,-2764.625 1 + -1199.734 x + -5261.664 y +  4700.935 z + -372.680 r + -2805.699 hue +  2.529 gamma + -2764.589 m0 +  294.250 1/r^3 + -2348.283 sin(hue) + -1459.027 cos(hue) + -2614.408 m0/gamma +  1.975 K_sync +  1996.748 F_pauli_x + -3644.956 F_pauli_y + -1376.146 F_pauli_z +  2.485 F_torsion,-11181.225 1 + -10853.357 x + -17564.383 y +  21104.682 z +  5854.914 r + -11347.357 hue +  10.219 gamma + -11181.075 m0 +  1555.033 1/r^3 + -9497.379 sin(hue) + -5900.869 cos(hue) + -10571.492 m0/gamma +  87.795 K_sync +  5598.224 F_pauli_x + -24455.898 F_pauli_y + -2999.806 F_pauli_z +  39.324 F_torsion,-0.531 1 +  0.991 x +  1.405 y +  0.548 z +  0.066 r + -0.540 hue + -0.531 m0 + -3.334 1/r^3 + -0.451 sin(hue) + -0.279 cos(hue) +  0.785 m0/gamma + -0.036 F_pauli_x +  0.061 F_pauli_z, 1540334.625 1 +  667731.125 x +  2932022.500 y + -2618917.750 z +  208514.250 r +  1563219.125 hue + -1408.957 gamma +  1540314.500 m0 + -163890.938 1/r^3 +  1308366.125 sin(hue) +  812909.438 cos(hue) +  1456639.875 m0/gamma + -1091.148 K_sync + -1110135.875 F_pauli_x +  2029637.625 F_pauli_y +  767417.250 F_pauli_z + -1378.508 F_torsion, 0.000
P_6.0_V_0.01_T_2.0_C_0.05, 6235.784 1 +  1312.481 x +  12609.847 y + -10214.909 z +  2480.888 r +  6328.467 hue + -5.695 gamma +  6235.735 m0 + -416.156 1/r^3 +  5296.734 sin(hue) +  3290.904 cos(hue) +  5861.491 m0/gamma +  63.655 K_sync + -5063.584 F_pauli_x +  4688.315 F_pauli_y + -1217.906 F_pauli_z + -8.728 F_torsion,-3769.496 1 + -792.269 x + -7623.301 y +  6174.377 z + -1501.093 r + -3825.523 hue +  3.442 gamma + -3769.467 m0 +  251.238 1/r^3 + -3201.846 sin(hue) + -1989.333 cos(hue) + -3543.271 m0/gamma + -38.483 K_sync +  3054.564 F_pauli_x + -2816.672 F_pauli_y +  728.395 F_pauli_z +  5.274 F_torsion,-2370.169 1 + -494.602 x + -4795.565 y +  3881.080 z + -948.215 r + -2405.397 hue +  2.164 gamma + -2370.151 m0 +  158.282 1/r^3 + -2013.245 sin(hue) + -1250.845 cos(hue) + -2227.869 m0/gamma + -24.462 K_sync +  1880.938 F_pauli_x + -1797.825 F_pauli_y +  510.994 F_pauli_z +  3.342 F_torsion,-9102.756 1 + -7243.079 x + -15059.015 y +  16806.408 z +  2948.890 r + -9238.095 hue +  8.322 gamma + -9102.696 m0 +  804.069 1/r^3 + -7731.994 sin(hue) + -4803.924 cos(hue) + -8538.820 m0/gamma + -22.911 K_sync +  7114.630 F_pauli_x + -12904.108 F_pauli_y +  4736.108 F_pauli_z +  39.208 F_torsion, 0.164 1 +  1.585 x +  1.378 y +  2.313 z +  0.067 r +  0.166 hue +  0.164 m0 + -3.592 1/r^3 +  0.139 sin(hue) +  0.087 cos(hue) +  0.789 m0/gamma + -0.053 F_pauli_x +  0.007 F_pauli_y, 1322577.750 1 +  277688.969 x +  2674912.750 y + -2166278.500 z +  527026.812 r +  1342235.500 hue + -1207.796 gamma +  1322567.500 m0 + -88256.781 1/r^3 +  1123410.375 sin(hue) +  697984.125 cos(hue) +  1243189.250 m0/gamma +  13539.277 K_sync + -1066198.625 F_pauli_x +  995694.500 F_pauli_y + -265181.281 F_pauli_z + -1854.366 F_torsion, 0.000
P_6.0_V_0.0_T_1.0_C_0.05, 4932.921 1 + -179.578 x +  10766.966 y + -7513.375 z +  3521.109 r +  5006.173 hue + -4.503 gamma +  4932.862 m0 + -372.984 1/r^3 +  4190.029 sin(hue) +  2603.330 cos(hue) +  4667.993 m0/gamma +  13.791 K_sync + -8098.640 F_pauli_x + -6804.753 F_pauli_y +  11280.249 F_pauli_z + -3.929 F_torsion,-2995.517 1 +  106.700 x + -6536.762 y +  4563.319 z + -2135.298 r + -3039.999 hue +  2.734 gamma + -2995.480 m0 +  226.454 1/r^3 + -2544.395 sin(hue) + -1580.872 cos(hue) + -2834.638 m0/gamma + -8.356 K_sync +  4914.111 F_pauli_x +  4132.848 F_pauli_y + -6847.449 F_pauli_z +  2.377 F_torsion,-1867.235 1 +  66.642 x + -4074.728 y +  2844.467 z + -1331.186 r + -1894.963 hue +  1.704 gamma + -1867.212 m0 +  141.206 1/r^3 + -1586.032 sin(hue) + -985.426 cos(hue) + -1766.953 m0/gamma + -5.212 K_sync +  3066.124 F_pauli_x +  2577.680 F_pauli_y + -4268.503 F_pauli_z +  1.484 F_torsion,-6395.674 1 + -3676.250 x + -11500.343 y +  11086.565 z +  245.046 r + -6490.648 hue +  5.825 gamma + -6395.591 m0 +  635.121 1/r^3 + -5432.493 sin(hue) + -3375.283 cos(hue) + -6052.603 m0/gamma +  14.961 K_sync +  14726.341 F_pauli_x +  10634.589 F_pauli_y + -18158.980 F_pauli_z +  45.336 F_torsion,-0.010 1 + -0.008 x +  0.035 y +  0.012 z +  0.027 r + -0.011 hue + -0.010 m0 + -1.069 1/r^3 + -0.009 sin(hue) +  1.177 m0/gamma + -0.173 F_pauli_x +  0.094 F_pauli_y +  0.012 F_pauli_z, 1043817.625 1 + -37561.809 x +  2278039.250 y + -1590000.625 z +  744535.500 r +  1059317.625 hue + -952.789 gamma +  1043804.750 m0 + -78914.039 1/r^3 +  886619.938 sin(hue) +  550870.625 cos(hue) +  987757.875 m0/gamma +  2914.059 K_sync + -1712843.000 F_pauli_x + -1439999.500 F_pauli_y +  2386383.000 F_pauli_z + -830.329 F_torsion, 0.000
