run_label,vx',vy',vz',r'',hue',gamma',m0'
22. Mass Sweep: Proton (938.27 MeV),0.9236623343695065,-0.125 1 + -958.415 x +  1807.115 y +  345.085 z +  14.396 r +  10952.444 hue +  2240.427 gamma + -152.124 m0 +  86.835 1/r^3 + -50.284 sin(hue) +  56.168 cos(hue) +  70.175 m0/gamma + -1.444 d12 +  59.115 1/d12^2 +  1.961 1/d12^3 + -6.447 cos(d_hue),-0.062 1 + -473.184 x +  892.200 y +  170.375 z +  7.108 r +  5408.412 hue +  1104.257 gamma + -75.050 m0 +  42.877 1/r^3 + -24.826 sin(hue) +  27.732 cos(hue) +  34.563 m0/gamma + -0.713 d12 +  29.188 1/d12^2 +  0.968 1/d12^3 + -3.182 cos(d_hue),-0.025 1 + -188.670 x +  355.741 y +  67.933 z +  2.834 r +  2156.567 hue +  440.104 gamma + -29.919 m0 +  17.096 1/r^3 + -9.899 sin(hue) +  11.058 cos(hue) +  13.773 m0/gamma + -0.284 d12 +  11.638 1/d12^2 +  0.386 1/d12^3 + -1.269 cos(d_hue),-0.141 1 + -1085.393 x +  2046.534 y +  390.805 z +  16.303 r +  12404.055 hue +  2536.274 gamma + -172.249 m0 +  98.342 1/r^3 + -56.946 sin(hue) +  63.610 cos(hue) +  79.429 m0/gamma + -1.636 d12 +  66.948 1/d12^2 +  2.221 1/d12^3 + -7.301 cos(d_hue), 8.079 x + -16.067 y + -2.988 z +  0.241 r + -106.441 hue + -12.851 gamma +  1.180 m0 + -0.827 1/r^3 +  0.446 sin(hue) + -0.504 cos(hue) + -0.294 m0/gamma +  0.015 d12 + -0.559 1/d12^2 + -0.019 1/d12^3 +  0.053 cos(d_hue),-0.028 1 + -199.507 x +  376.150 y +  71.943 z +  2.941 r +  2230.855 hue +  518.090 gamma + -33.047 m0 +  17.796 1/r^3 + -10.450 sin(hue) +  11.627 cos(hue) +  16.980 m0/gamma + -0.284 d12 +  12.151 1/d12^2 +  0.403 1/d12^3 + -1.380 cos(d_hue), 0.000
23. Mass Sweep: 4xProton (3753.05 MeV),0.8084995081713962, 305.008 x + -569.709 y +  149.085 z +  56.558 r +  894.000 hue + -3087.913 gamma +  13.209 m0 +  7.059 1/r^3 + -1.970 sin(hue) + -14.323 cos(hue) + -14.422 m0/gamma + -3.336 d12 +  0.347 1/d12^2 +  0.011 1/d12^3 +  3.785 cos(d_hue), 152.150 x + -284.193 y +  74.370 z +  28.216 r +  445.991 hue + -1541.114 gamma +  6.593 m0 +  3.523 1/r^3 + -0.983 sin(hue) + -7.145 cos(hue) + -7.199 m0/gamma + -1.664 d12 +  0.173 1/d12^2 +  0.005 1/d12^3 +  1.888 cos(d_hue), 60.824 x + -113.611 y +  29.731 z +  11.280 r +  178.295 hue + -616.161 gamma +  2.636 m0 +  1.408 1/r^3 + -0.393 sin(hue) + -2.856 cos(hue) + -2.878 m0/gamma + -0.665 d12 +  0.069 1/d12^2 +  0.002 1/d12^3 +  0.755 cos(d_hue), 346.236 x + -646.716 y +  169.238 z +  64.205 r +  1014.857 hue + -3505.696 gamma +  14.997 m0 +  8.013 1/r^3 + -2.237 sin(hue) + -16.259 cos(hue) + -16.374 m0/gamma + -3.787 d12 +  0.394 1/d12^2 +  0.012 1/d12^3 +  4.296 cos(d_hue), 7.753 x + -15.326 y +  3.812 z +  0.877 r +  14.578 hue + -23.755 gamma +  0.063 m0 +  0.065 1/r^3 + -0.072 sin(hue) + -0.411 cos(hue) + -0.054 m0/gamma + -0.046 d12 +  0.004 1/d12^2 +  0.095 cos(d_hue), 31.705 x + -59.464 y +  15.449 z +  5.553 r +  89.069 hue + -261.373 gamma +  1.106 m0 +  0.612 1/r^3 + -0.224 sin(hue) + -1.521 cos(hue) + -1.158 m0/gamma + -0.325 d12 +  0.034 1/d12^2 +  0.001 1/d12^3 +  0.386 cos(d_hue), 0.000
25. Single-Slit Control,0.3296228341577811,-0.463 1 + -0.237 m0 + -0.006 1/r^3 + -0.001 sin(hue) + -0.033 cos(hue) +  2.317 m0/gamma + -0.001 K_sync + -0.109 F_pauli_x +  0.509 F_pauli_y, 4.847 sin(hue) + -0.032 m0/gamma + -0.093 K_sync + -1.268 F_pauli_x +  0.610 F_pauli_y, 0.000, 0.307 1 +  0.157 m0 +  0.013 1/r^3 +  0.001 sin(hue) +  0.067 cos(hue) + -1.558 m0/gamma +  0.003 K_sync +  2.641 F_pauli_x + -1.431 F_pauli_y, 0.704 sin(hue) +  0.995 m0/gamma + -0.014 K_sync,-0.152 1 + -0.078 m0 +  0.042 1/r^3 + -0.001 sin(hue) + -0.375 cos(hue) +  0.287 m0/gamma + -0.002 K_sync + -1.284 F_pauli_x + -2.280 F_pauli_y, 0.000
2. 5-Layer Phase Router,0.32133271579527506,-0.275 1 + -0.143 m0 +  56.842 sin(hue) +  0.052 cos(hue) +  2.148 m0/gamma + -0.219 K_sync + -0.319 F_pauli_x + -0.763 F_pauli_y, 0.020 1 +  0.011 m0 + -127.061 sin(hue) +  0.217 cos(hue) +  0.488 K_sync +  0.614 F_pauli_x + -0.248 F_pauli_y, 0.000, 0.192 1 +  0.102 m0 + -99.554 sin(hue) +  0.067 cos(hue) + -1.514 m0/gamma +  0.384 K_sync +  0.167 F_pauli_x +  1.027 F_pauli_y,-0.338 1 +  0.665 m0 +  0.995 m0/gamma,-0.072 1 + -0.042 m0 +  138.714 sin(hue) + -0.458 cos(hue) + -0.326 m0/gamma + -0.534 K_sync + -3.334 F_pauli_x +  3.257 F_pauli_y, 0.000
26. Doubled Separation (d=12.0),0.32820047144361714,-0.182 1 + -0.093 m0 + -0.006 1/r^3 + -0.187 cos(hue) +  1.530 m0/gamma + -2.365 F_pauli_x +  0.800 F_pauli_y,-0.010 1 + -0.005 m0 +  0.006 1/r^3 + -0.070 cos(hue) +  0.138 F_pauli_x + -0.854 F_pauli_y, 0.000, 0.135 1 +  0.069 m0 +  107.095 sin(hue) +  0.033 cos(hue) + -1.061 m0/gamma + -2.058 K_sync + -0.239 F_pauli_x +  1.048 F_pauli_y, 0.002 1 +  0.001 m0 +  1.703 sin(hue) +  0.995 m0/gamma + -0.033 K_sync,-0.065 1 + -0.033 m0 +  0.026 1/r^3 + -0.218 cos(hue) +  0.099 m0/gamma + -0.001 K_sync +  3.270 F_pauli_x + -2.509 F_pauli_y, 0.000
2. 5-Layer Phase Router,0.32879423502648947,-0.164 1 + -0.087 m0 + -0.074 1/r^3 +  98.069 sin(hue) + -0.150 cos(hue) +  1.671 m0/gamma + -0.377 K_sync +  0.191 F_pauli_x +  0.231 F_pauli_y, 0.014 1/r^3 + -113.591 sin(hue) +  0.114 cos(hue) +  0.027 m0/gamma +  0.437 K_sync + -0.014 F_pauli_x +  0.359 F_pauli_y, 0.000, 0.137 1 +  0.070 m0 +  0.039 1/r^3 +  1.605 sin(hue) +  0.190 cos(hue) + -1.312 m0/gamma + -0.006 K_sync + -0.067 F_pauli_x +  0.106 F_pauli_y, 1.002 m0/gamma,-0.296 1 + -0.191 m0 +  0.006 1/r^3 +  1270.654 sin(hue) + -0.473 cos(hue) +  0.541 m0/gamma + -4.885 K_sync + -4.836 F_pauli_x + -1.158 F_pauli_y, 0.000
2. 5-Layer Phase Router,0.3108748496087406,-0.022 1 + -0.011 m0 + -22.011 1/r^3 + -0.127 cos(hue) +  0.400 m0/gamma + -1.308 F_pauli_x + -0.123 F_pauli_y,-0.009 1 + -1.967 1/r^3 + -0.094 cos(hue) + -0.034 m0/gamma + -0.110 F_pauli_x + -0.087 F_pauli_y, 0.000, 0.027 1 +  0.014 m0 +  9.662 1/r^3 +  0.080 cos(hue) + -0.422 m0/gamma +  0.348 F_pauli_x +  0.383 F_pauli_y, 1.013 m0/gamma, 115.288 1 + -0.016 x +  0.010 y +  0.003 z + -0.036 r + -0.071 hue +  58.912 m0 +  52.936 1/r^3 + -0.010 sin(hue) + -10.267 cos(hue) + -187.769 m0/gamma + -0.016 K_sync +  389.469 F_pauli_x +  490.881 F_pauli_y, 0.000
4. AMPS Firewall (Gravity Sink),0.9627511374791945, 352.493 1 +  1785.452 x + -1994.686 y +  182.382 z +  262.421 r + -5.902 hue + -9.041 gamma +  180.114 m0 + -24.626 1/r^3 + -66.273 sin(hue) +  126.879 cos(hue) +  370.938 m0/gamma + -2.279 d12 + -0.356 1/d12^2 + -0.016 1/d12^3 + -216.543 cos(d_hue), 259.686 1 +  701.566 x + -777.542 y +  58.975 z +  99.885 r +  1.145 hue + -6.953 gamma +  132.691 m0 + -3.174 1/r^3 + -19.627 sin(hue) +  182.439 cos(hue) +  138.160 m0/gamma +  2.442 d12 + -0.228 1/d12^2 + -0.010 1/d12^3 + -211.833 cos(d_hue), 112.221 1 +  261.511 x + -289.038 y +  20.370 z +  36.822 r +  0.868 hue + -3.025 gamma +  57.341 m0 + -0.356 1/r^3 + -6.500 sin(hue) +  84.878 cos(hue) +  50.533 m0/gamma +  1.335 d12 + -0.096 1/d12^2 + -0.004 1/d12^3 + -95.092 cos(d_hue), 495.240 1 +  1850.029 x + -2060.139 y +  175.368 z +  268.448 r + -2.399 hue + -13.017 gamma +  253.053 m0 + -18.541 1/r^3 + -61.789 sin(hue) +  273.700 cos(hue) +  376.208 m0/gamma +  1.219 d12 + -0.463 1/d12^2 + -0.020 1/d12^3 + -360.344 cos(d_hue), 0.028 1 +  0.209 x + -0.235 y +  0.026 z +  0.030 r + -0.001 hue +  0.014 m0 +  0.001 1/r^3 + -0.009 sin(hue) + -0.005 cos(hue) +  0.039 m0/gamma + -0.011 cos(d_hue), 842.297 1 + -1200.155 x +  1387.443 y + -216.151 z + -203.692 r +  34.793 hue + -24.478 gamma +  430.377 m0 +  74.337 1/r^3 +  100.512 sin(hue) +  1091.260 cos(hue) + -315.887 m0/gamma +  29.613 d12 + -0.555 1/d12^2 + -0.022 1/d12^3 + -980.694 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.7486079353931411,-1879.294 1 + -78.847 x +  439.033 y +  210.422 z + -344.813 r + -985.119 hue +  521.076 gamma + -959.963 m0 +  108.806 1/r^3 +  78.604 sin(hue) +  45.106 cos(hue) + -715.959 m0/gamma +  6.035 d12 + -1.044 1/d12^2 + -0.002 1/d12^3 +  84.894 cos(d_hue),-6052.741 1 +  82.969 x +  1039.095 y +  473.553 z + -584.467 r + -2237.237 hue +  2009.714 gamma + -3091.804 m0 +  359.844 1/r^3 +  162.474 sin(hue) +  91.489 cos(hue) + -2321.777 m0/gamma +  13.685 d12 + -3.482 1/d12^2 + -0.007 1/d12^3 +  175.603 cos(d_hue),-2932.369 1 +  45.425 x +  497.586 y +  226.251 z + -274.988 r + -1069.317 hue +  978.791 gamma + -1497.886 m0 +  174.480 1/r^3 +  77.305 sin(hue) +  43.488 cos(hue) + -1125.076 m0/gamma +  6.541 d12 + -1.689 1/d12^2 + -0.003 1/d12^3 +  83.554 cos(d_hue),-6373.151 1 +  74.085 x +  1087.036 y +  495.294 z + -623.568 r + -2588.608 hue +  2411.558 gamma + -3255.472 m0 +  387.022 1/r^3 +  152.064 sin(hue) +  84.100 cos(hue) + -2468.484 m0/gamma +  15.657 d12 + -3.638 1/d12^2 + -0.006 1/d12^3 +  164.229 cos(d_hue), 0.931 1 +  0.203 x +  0.242 y +  0.116 z +  0.019 r +  0.019 hue +  0.200 gamma +  0.476 m0 + -0.041 1/r^3 +  0.128 sin(hue) +  0.076 cos(hue) +  0.303 m0/gamma +  0.001 1/d12^2 +  0.147 cos(d_hue),-190.386 1 +  9.868 x +  28.438 y +  12.434 z + -9.512 r + -55.869 hue +  49.405 gamma + -97.251 m0 +  10.938 1/r^3 +  5.227 sin(hue) +  2.994 cos(hue) + -71.892 m0/gamma +  0.347 d12 + -0.111 1/d12^2 +  5.657 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.6898128630198131, 571.645 1 + -229.095 x +  80.728 y +  54.948 z + -250.944 r + -333.818 hue + -83.965 gamma +  290.967 m0 + -25.993 1/r^3 + -37.168 sin(hue) + -30.367 cos(hue) +  257.125 m0/gamma +  1.888 d12 +  0.307 1/d12^2 +  0.002 1/d12^3 + -50.732 cos(d_hue),-284.931 1 + -260.010 x +  161.591 y +  91.925 z + -321.279 r + -563.388 hue +  550.094 gamma + -145.030 m0 +  24.691 1/r^3 + -63.506 sin(hue) + -53.354 cos(hue) + -195.321 m0/gamma +  3.243 d12 + -0.057 1/d12^2 +  0.002 1/d12^3 + -85.977 cos(d_hue),-171.046 1 + -118.550 x +  76.756 y +  43.214 z + -148.090 r + -264.966 hue +  279.242 gamma + -87.063 m0 +  13.645 1/r^3 + -29.890 sin(hue) + -25.156 cos(hue) + -110.515 m0/gamma +  1.527 d12 + -0.044 1/d12^2 +  0.001 1/d12^3 + -40.447 cos(d_hue),-365.270 1 + -282.093 x +  174.494 y +  98.794 z + -349.410 r + -871.542 hue +  889.942 gamma + -185.923 m0 +  36.349 1/r^3 + -102.354 sin(hue) + -84.734 cos(hue) + -270.642 m0/gamma +  4.849 d12 + -0.047 1/d12^2 +  0.003 1/d12^3 + -134.020 cos(d_hue), 2.024 1 +  0.146 x +  0.048 y +  0.028 z +  0.104 r +  0.020 hue +  0.038 gamma +  1.030 m0 + -0.053 1/r^3 +  1.582 sin(hue) +  1.243 cos(hue) +  1.175 m0/gamma +  2.010 cos(d_hue),-24.527 1 + -0.132 x +  3.084 y +  1.417 z + -1.771 r + -8.567 hue +  7.619 gamma + -12.484 m0 +  1.159 1/r^3 + -0.733 sin(hue) + -0.652 cos(hue) + -12.054 m0/gamma +  0.054 d12 + -0.010 1/d12^2 + -1.126 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.7136337874117338,-99.850 1 + -172.306 x +  129.790 y +  73.557 z + -220.146 r + -597.297 hue +  30.550 gamma + -51.332 m0 +  4.584 1/r^3 +  185.721 sin(hue) +  136.741 cos(hue) + -52.715 m0/gamma +  3.526 d12 + -0.014 1/d12^2 +  0.001 1/d12^3 +  226.147 cos(d_hue),-3274.660 1 + -114.239 x +  514.474 y +  250.976 z + -329.601 r + -1636.496 hue +  1291.087 gamma + -1683.501 m0 +  169.829 1/r^3 +  450.705 sin(hue) +  329.514 cos(hue) + -1505.948 m0/gamma +  9.851 d12 + -1.664 1/d12^2 + -0.004 1/d12^3 +  545.420 cos(d_hue),-1632.317 1 + -48.505 x +  250.743 y +  121.808 z + -153.791 r + -788.354 hue +  644.008 gamma + -839.173 m0 +  84.684 1/r^3 +  216.058 sin(hue) +  157.914 cos(hue) + -750.328 m0/gamma +  4.749 d12 + -0.831 1/d12^2 + -0.002 1/d12^3 +  261.392 cos(d_hue),-3699.468 1 + -130.426 x +  559.529 y +  272.229 z + -365.334 r + -1994.003 hue +  1788.112 gamma + -1901.894 m0 +  199.718 1/r^3 +  281.903 sin(hue) +  202.854 cos(hue) + -1736.147 m0/gamma +  11.825 d12 + -1.840 1/d12^2 + -0.003 1/d12^3 +  335.368 cos(d_hue), 1.883 1 +  0.127 x +  0.126 y +  0.059 z +  0.068 r + -0.004 gamma +  0.968 m0 + -0.072 1/r^3 +  0.728 sin(hue) +  0.538 cos(hue) +  0.840 m0/gamma +  0.001 1/d12^2 +  0.905 cos(d_hue),-101.533 1 +  3.373 x +  13.324 y +  6.131 z + -2.539 r + -36.822 hue +  28.610 gamma + -52.198 m0 +  4.996 1/r^3 +  16.806 sin(hue) +  12.366 cos(hue) + -45.384 m0/gamma +  0.226 d12 + -0.053 1/d12^2 +  20.485 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.713978072541354,-650.552 1 + -157.139 x +  250.197 y +  131.116 z + -290.836 r + -728.992 hue +  218.985 gamma + -331.737 m0 +  35.158 1/r^3 +  5.247 sin(hue) +  1.575 cos(hue) + -280.119 m0/gamma +  4.367 d12 + -0.299 1/d12^2 +  0.484 cos(d_hue),-2955.977 1 + -106.264 x +  550.368 y +  271.272 z + -432.749 r + -1530.650 hue +  1230.540 gamma + -1507.344 m0 +  168.366 1/r^3 +  15.322 sin(hue) +  0.717 cos(hue) + -1265.548 m0/gamma +  9.159 d12 + -1.583 1/d12^2 + -0.003 1/d12^3 +  7.171 cos(d_hue),-1445.447 1 + -45.275 x +  262.668 y +  129.078 z + -201.829 r + -728.833 hue +  604.317 gamma + -737.078 m0 +  82.424 1/r^3 +  7.398 sin(hue) +  0.280 cos(hue) + -618.762 m0/gamma +  4.361 d12 + -0.776 1/d12^2 + -0.002 1/d12^3 +  3.561 cos(d_hue),-3093.694 1 + -124.746 x +  572.614 y +  282.789 z + -463.962 r + -1859.234 hue +  1583.813 gamma + -1577.570 m0 +  184.094 1/r^3 +  18.436 sin(hue) + -1.223 cos(hue) + -1351.221 m0/gamma +  10.938 d12 + -1.626 1/d12^2 + -0.002 1/d12^3 +  11.659 cos(d_hue), 1.063 1 +  0.187 x +  0.204 y +  0.097 z +  0.035 r +  0.035 hue +  0.162 gamma +  0.542 m0 + -0.046 1/r^3 +  0.377 m0/gamma +  0.001 1/d12^2,-103.159 1 +  4.494 x +  14.455 y +  6.684 z + -5.094 r + -35.887 hue +  27.334 gamma + -52.604 m0 +  5.466 1/r^3 +  0.360 sin(hue) +  0.083 cos(hue) + -42.687 m0/gamma +  0.221 d12 + -0.057 1/d12^2 +  0.073 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.7659137218582525,-2264.864 1 + -53.877 x +  489.858 y +  256.275 z + -360.009 r + -1025.263 hue +  611.248 gamma + -1158.210 m0 +  133.497 1/r^3 +  112.693 sin(hue) +  71.688 cos(hue) + -843.255 m0/gamma +  6.334 d12 + -1.230 1/d12^2 + -0.001 1/d12^3 +  127.613 cos(d_hue),-7357.134 1 +  160.438 x +  1218.604 y +  627.853 z + -646.657 r + -2445.332 hue +  2333.482 gamma + -3762.299 m0 +  443.244 1/r^3 +  228.319 sin(hue) +  142.801 cos(hue) + -2757.080 m0/gamma +  15.095 d12 + -4.108 1/d12^2 + -0.006 1/d12^3 +  257.208 cos(d_hue),-3565.283 1 +  82.911 x +  584.799 y +  301.108 z + -305.323 r + -1171.358 hue +  1136.165 gamma + -1823.219 m0 +  214.945 1/r^3 +  108.522 sin(hue) +  67.814 cos(hue) + -1336.362 m0/gamma +  7.230 d12 + -1.992 1/d12^2 + -0.003 1/d12^3 +  122.219 cos(d_hue),-7809.692 1 +  158.249 x +  1283.550 y +  662.557 z + -692.037 r + -2818.756 hue +  2773.091 gamma + -3993.730 m0 +  478.655 1/r^3 +  200.695 sin(hue) +  123.203 cos(hue) + -2950.205 m0/gamma +  17.224 d12 + -4.330 1/d12^2 + -0.005 1/d12^3 +  224.561 cos(d_hue), 1.109 1 +  0.193 x +  0.230 y +  0.108 z +  0.021 r +  0.159 gamma +  0.567 m0 + -0.050 1/r^3 +  0.251 sin(hue) +  0.165 cos(hue) +  0.374 m0/gamma +  0.001 1/d12^2 +  0.299 cos(d_hue),-224.797 1 +  11.914 x +  33.243 y +  16.807 z + -11.243 r + -61.142 hue +  58.137 gamma + -114.957 m0 +  13.179 1/r^3 +  7.745 sin(hue) +  4.921 cos(hue) + -83.177 m0/gamma +  0.383 d12 + -0.127 1/d12^2 +  8.779 cos(d_hue), 0.000
Spin_OFF_Head_On,-12422612.713146718, 0.000,-0.708 x +  0.142 r +  0.002 gamma + -0.001 cos(hue) +  0.283 d12, 0.000, 0.080 1 + -1538.678 x + -0.521 y +  307.707 r + -0.301 hue +  4.088 gamma +  0.080 m0 + -0.849 1/r^3 + -0.504 sin(hue) + -1.185 cos(hue) +  0.002 m0/gamma +  615.409 d12 +  0.033 1/d12^2 + -0.106 1/d12^3 +  0.080 cos(d_hue), 0.000, 0.057 x + -0.028 d12, 0.000
Spin_ON_Head_On,0.8100218284992141, 0.000,-0.177 x +  0.035 r +  0.071 d12, 0.000, 0.083 1 + -1538.787 x + -0.099 y +  307.715 r + -0.312 hue +  4.124 gamma +  0.084 m0 + -0.849 1/r^3 + -0.536 sin(hue) + -1.267 cos(hue) +  0.002 m0/gamma +  615.459 d12 +  0.033 1/d12^2 + -0.106 1/d12^3 +  0.082 cos(d_hue), 0.067 1 +  0.001 y +  0.068 m0 +  0.067 cos(d_hue), 0.014 x + -0.003 r + -0.006 d12, 0.000
8. Veneziano Amplitude (Soft Scattering),-139616.6593551309,-30.765 1 + -181.955 x +  4735.506 y + -34.776 r +  1.098 hue + -0.668 gamma + -31.020 m0 +  78.663 1/r^3 +  1.214 sin(hue) + -34.329 cos(hue) + -0.125 m0/gamma + -72.381 d12 + -3086.206 1/d12^2 +  7.880 1/d12^3 + -30.919 cos(d_hue), 857.155 1 +  5484.854 x + -143277.453 y +  1056.013 r + -33.227 hue +  20.801 gamma +  864.341 m0 + -2094.041 1/r^3 + -36.729 sin(hue) +  965.023 cos(hue) +  3.480 m0/gamma +  2198.167 d12 +  82101.711 1/d12^2 + -202.678 1/d12^3 +  861.818 cos(d_hue), 0.000, 22634.223 1 +  145808.703 x + -3810557.000 y +  28097.566 r + -883.337 hue +  554.484 gamma +  22823.641 m0 + -55065.246 1/r^3 + -976.838 sin(hue) +  25503.094 cos(hue) +  91.906 m0/gamma +  58487.883 d12 +  2158699.500 1/d12^2 + -5311.953 1/d12^3 +  22758.244 cos(d_hue), 0.009 1/d12^2,-599.876 1 + -8519.783 x +  228203.562 y + -1722.781 r +  52.910 hue + -39.339 gamma + -605.588 m0 +  364.018 1/r^3 +  58.500 sin(hue) + -772.023 cos(hue) + -2.436 m0/gamma + -3588.422 d12 + -13641.929 1/d12^2 + -48.558 1/d12^3 + -607.386 cos(d_hue), 0.000
8. Veneziano Amplitude (Soft Scattering),-139707.1920916023,-19.961 1 + -0.912 x + -16.700 y +  0.336 r + -0.002 hue +  0.183 gamma + -19.949 m0 +  77.792 1/r^3 + -0.006 sin(hue) + -19.940 cos(hue) + -0.080 m0/gamma +  0.884 d12 + -3060.605 1/d12^2 +  9.690 1/d12^3 + -19.958 cos(d_hue), 530.424 1 +  9.594 x +  443.320 y + -5.937 r +  0.062 hue + -4.938 gamma +  530.108 m0 + -2067.732 1/r^3 +  0.151 sin(hue) +  529.872 cos(hue) +  2.119 m0/gamma + -17.515 d12 +  81329.055 1/d12^2 + -257.550 1/d12^3 +  530.351 cos(d_hue), 0.000, 13944.907 1 +  195.545 x +  11653.232 y + -144.607 r +  1.632 hue + -129.996 gamma +  13936.586 m0 + -54365.215 1/r^3 +  3.970 sin(hue) +  13930.380 cos(hue) +  55.703 m0/gamma + -437.536 d12 +  2138148.500 1/d12^2 + -6771.543 1/d12^3 +  13942.977 cos(d_hue), 0.009 1/d12^2,-81.585 1 +  177.803 x + -62.755 y + -35.596 r + -0.006 hue +  1.626 gamma + -81.536 m0 +  324.482 1/r^3 + -0.020 sin(hue) + -81.500 cos(hue) + -0.326 m0/gamma + -70.323 d12 + -12509.452 1/d12^2 +  40.419 1/d12^3 + -81.574 cos(d_hue), 0.000
8. Veneziano Amplitude (Soft Scattering),-135335.03097310552,-30.835 1 + -182.574 x +  4751.787 y + -35.939 r +  1.213 hue + -0.663 gamma + -30.582 m0 +  78.706 1/r^3 +  1.172 sin(hue) + -34.193 cos(hue) + -0.121 m0/gamma + -72.109 d12 + -3086.212 1/d12^2 +  7.541 1/d12^3 + -30.988 cos(d_hue), 858.507 1 +  5490.518 x + -143425.406 y +  1088.665 r + -36.619 hue +  20.588 gamma +  851.419 m0 + -2095.363 1/r^3 + -35.385 sin(hue) +  959.900 cos(hue) +  3.379 m0/gamma +  2184.619 d12 +  82103.125 1/d12^2 + -192.428 1/d12^3 +  863.131 cos(d_hue), 0.000, 22667.629 1 +  145916.500 x + -3813370.750 y +  28957.916 r + -973.562 hue +  548.662 gamma +  22480.592 m0 + -55100.082 1/r^3 + -940.811 sin(hue) +  25363.506 cos(hue) +  89.215 m0/gamma +  58110.082 d12 +  2158731.000 1/d12^2 + -5039.526 1/d12^3 +  22790.588 cos(d_hue), 0.009 1/d12^2,-603.199 1 + -8524.964 x +  228408.344 y + -1776.143 r +  58.251 hue + -38.838 gamma + -597.674 m0 +  371.195 1/r^3 +  56.331 sin(hue) + -764.982 cos(hue) + -2.371 m0/gamma + -3566.910 d12 + -13832.576 1/d12^2 + -65.834 1/d12^3 + -610.646 cos(d_hue), 0.000
8. Veneziano Amplitude (Soft Scattering),-62229.26954835012,-19.630 1 + -0.369 x + -0.131 y +  0.077 r + -0.001 hue +  0.164 gamma + -19.797 m0 +  17.703 1/r^3 + -0.001 sin(hue) + -19.625 cos(hue) + -0.080 m0/gamma +  0.139 d12 + -705.633 1/d12^2 +  2.210 1/d12^3 + -19.629 cos(d_hue), 1080.599 1 +  12.750 x +  7.121 y + -2.690 r +  0.055 hue + -9.041 gamma +  1089.818 m0 + -974.751 1/r^3 +  0.045 sin(hue) +  1080.326 cos(hue) +  4.407 m0/gamma + -4.601 d12 +  38844.379 1/d12^2 + -121.686 1/d12^3 +  1080.564 cos(d_hue), 0.000, 58954.766 1 +  647.255 x +  387.755 y + -136.563 r +  2.941 hue + -493.896 gamma +  59457.777 m0 + -53169.227 1/r^3 +  2.454 sin(hue) +  58939.887 cos(hue) +  240.431 m0/gamma + -230.659 d12 +  2119252.250 1/d12^2 + -6637.529 1/d12^3 +  58952.895 cos(d_hue), 0.009 1/d12^2,-209.480 1 +  210.447 x +  1.745 y + -42.814 r + -0.006 hue +  2.739 gamma + -211.267 m0 +  192.553 1/r^3 + -0.004 sin(hue) + -209.427 cos(hue) + -0.854 m0/gamma + -85.778 d12 + -7529.911 1/d12^2 +  24.038 1/d12^3 + -209.474 cos(d_hue), 0.000
6. Delayed Choice Quantum Eraser,0.30246034255212717,-0.172 1 + -0.088 m0 + -0.011 1/r^3 +  2.000 sin(hue) + -0.039 cos(hue) +  0.731 m0/gamma + -0.037 K_sync + -0.741 F_pauli_x +  0.830 F_pauli_y, 4.676 sin(hue) + -0.027 cos(hue) + -0.088 K_sync +  0.200 F_pauli_x + -0.202 F_pauli_y, 0.000, 0.132 1 +  0.067 m0 +  0.008 1/r^3 + -0.008 sin(hue) +  0.028 cos(hue) + -0.562 m0/gamma +  0.183 F_pauli_x + -0.222 F_pauli_y, 0.500 m0/gamma,-0.011 1 + -0.005 m0 + -0.007 1/r^3 +  1.943 sin(hue) + -0.454 cos(hue) + -0.136 m0/gamma + -0.034 K_sync + -2.427 F_pauli_x +  3.754 F_pauli_y, 0.000
6. Delayed Choice Quantum Eraser,0.33437128371327074,-0.165 1 + -0.084 m0 +  5.647 sin(hue) + -0.070 cos(hue) +  0.699 m0/gamma + -0.106 K_sync + -0.124 F_pauli_x + -0.233 F_pauli_y, 5.306 sin(hue) + -0.100 K_sync +  0.139 F_pauli_x + -0.264 F_pauli_y, 0.000, 0.120 1 +  0.062 m0 +  0.009 1/r^3 +  4.099 sin(hue) +  0.039 cos(hue) + -0.515 m0/gamma + -0.077 K_sync +  0.296 F_pauli_x + -0.377 F_pauli_y, 0.501 m0/gamma,-13.603 1 + -6.956 m0 + -0.689 1/r^3 + -2303.394 sin(hue) + -0.379 cos(hue) +  34.828 m0/gamma +  43.520 K_sync + -300.934 F_pauli_x +  1080.334 F_pauli_y, 0.000
